ustime gx gy gz ax ay az
2357159294 -1494 495 2235 546 -18738 -4476
2357165776 -687 -100 2547 1236 -18635 -5997
2357172243 -582 -362 3071 787 -17239 -6350
2357178722 -1248 -813 3475 753 -16140 -5252
2357185211 -2160 -931 4005 1214 -15270 -4616
2357191726 -3478 -718 3899 1591 -14634 -3737
2357198199 -4290 -809 2782 2534 -14700 -2765
2357204681 -4752 -1026 833 2667 -14907 -2359
2357211152 -5041 -995 -138 2246 -15088 -2257
2357217629 -5130 -1013 -456 1431 -14994 -2967
2357224119 -4741 -1377 -395 577 -14878 -2991
2357230612 -4342 -1839 81 352 -13944 -2408
2357237105 -4281 -2567 1149 919 -12945 -1812
2357243582 -4869 -2958 2324 1220 -11675 -2387
2357250105 -5797 -2709 3691 1021 -11070 -2169
2357256581 -7663 -2392 4449 968 -11654 -1947
2357263063 -9833 -2485 4610 655 -12410 -3452
2357269542 -12240 -3258 4143 504 -13101 -5210
2357276047 -13424 -3021 3335 955 -14892 -7791
2357282539 -13551 -2956 2486 543 -15933 -7039
2357289019 -12864 -2763 1747 812 -17166 -8449
2357295498 -11455 -3066 1089 829 -16939 -8799
2357301972 -10104 -3331 550 624 -14916 -7427
2357308480 -10737 -3077 -212 757 -13992 -6380
2357314978 -12128 -2707 -1202 1367 -13074 -6366
2357321455 -13455 -2754 -1830 1805 -12102 -6608
2357327926 -14515 -2734 -2332 2206 -12235 -6340
2357334499 -15478 -2411 -2643 1988 -12490 -6852
2357340974 -15601 -2092 -2818 1717 -12537 -7525
2357347453 -15017 -1523 -2856 631 -12358 -7792
2357353933 -14020 -1682 -2505 305 -11729 -7617
2357360410 -12772 -2427 -1228 -198 -11096 -8658
2357366888 -11171 -2938 -186 -405 -10830 -9429
2357373355 -10476 -3208 547 -1067 -10328 -11178
2357379831 -10263 -3149 1240 -1351 -9468 -10541
2357386314 -11131 -2983 1561 -1308 -9297 -11057
2357392792 -12251 -3131 1434 -1108 -9142 -10527
2357399297 -13600 -3105 1057 -609 -9367 -11955
2357405789 -13949 -3169 921 -294 -9662 -11576
2357412267 -13810 -3187 853 748 -10026 -11609
2357418743 -13149 -3093 905 1361 -10642 -12071
2357425222 -12038 -3168 1075 1577 -10812 -11846
2357431702 -10547 -2422 963 953 -9777 -10937
2357438179 -10121 -1654 627 779 -8726 -11391
2357444648 -9384 -988 807 418 -8278 -10008
2357451126 -9491 -475 1153 153 -7193 -9850
2357457603 -9979 406 1168 -397 -6521 -8381
2357464082 -11306 161 760 1184 -7824 -15475
2357470557 -9752 -777 1008 264 -9092 -15752
2357477026 -7952 -1198 1118 -1013 -9211 -17501
2357483500 -6285 -1096 863 -1108 -9299 -18330
2357489940 -4856 -1139 370 -1234 -7786 -16969
2357496407 -3931 -562 -265 -1089 -6846 -15687
2357502880 -3799 -89 -928 -1224 -6471 -15639
2357509353 -3821 -270 -1454 -985 -6860 -15433
2357515824 -3450 35 -1594 -176 -8030 -15285
2357522317 -2135 646 -1396 693 -8112 -15111
2357528837 -708 907 -1056 488 -7431 -14210
2357535315 -409 941 -809 -742 -6294 -13830
2357541795 -674 565 -789 -1557 -5334 -14194
2357548262 -1042 244 -701 -1671 -4807 -14699
2357554748 -1493 -464 -633 -1855 -5309 -15966
2357561228 -1991 -1052 -634 -1995 -6169 -17841
2357567701 -2408 -1606 -653 -1388 -7195 -18930
2357574174 -1907 -1125 -495 -1068 -7252 -18809
2357580650 -1444 -847 -209 -673 -6086 -16657
2357587131 -1585 -796 -60 -813 -5654 -15483
2357593619 -1825 -1091 -109 -770 -5615 -14853
2357600112 -2041 -1295 -106 -394 -5917 -14700
2357606604 -2400 -1361 -13 -204 -6240 -14501
2357613079 -2682 -1441 193 -63 -6462 -14836
2357619556 -2787 -1551 367 -98 -6130 -14721
2357626038 -2868 -1466 443 -222 -6018 -14771
2357632514 -2958 -1227 434 -522 -6306 -15246
2357638987 -2937 -958 428 -896 -6325 -15685
2357645580 -2783 -754 469 -876 -6246 -16054
2357652088 -2535 -576 448 -507 -6368 -16555
2357658671 -2330 -440 305 -257 -6771 -17296
2357665154 -2124 -124 103 -302 -7018 -17565
2357671630 -1760 283 37 -509 -6948 -17611
2357678100 -1471 431 -29 -1234 -5976 -17344
2357684631 -1114 530 -238 -1607 -6136 -17197
2357691111 -814 575 -492 -1954 -5333 -16711
2357697581 -811 385 -749 -1995 -5103 -16038
2357704206 -929 -46 -658 -1640 -5125 -15773
2357710671 -1048 -356 -352 -1221 -4974 -15420
2357717145 -1230 -470 -101 -1267 -4933 -15046
2357723620 -1381 -559 85 -2544 -2943 -20171
2357730074 -3302 902 -392 -971 -4953 -17487
2357736566 -3191 542 -183 -1210 -4605 -15927
2357743017 -3143 21 9 -1816 -4305 -16086
2357749485 -2919 133 0 -1613 -4594 -15723
2357755937 -2866 208 -105 -884 -4230 -15539
2357762411 -2807 236 -221 -726 -3964 -15586
2357768880 -2881 130 -391 -641 -4181 -14295
2357775364 -3248 -214 -453 -211 -3790 -17298
2357781831 -2781 -150 -289 -623 -4912 -17961
2357788291 -2007 213 -238 -430 -3809 -16623
2357794760 -1698 194 -94 -812 -4365 -16268
2357801223 -1513 98 -301 -821 -4624 -16377
2357807671 -1195 220 -593 -650 -4166 -16587
2357814122 -681 651 -767 -748 -3541 -16232
2357820584 -539 927 -683 -1132 -3299 -15594
2357827062 -551 1146 -603 -1096 -3203 -15990
2357833524 -620 1117 -446 -1157 -2940 -15199
2357839996 -825 1007 -241 -1571 -2394 -15016
2357846458 -1182 1411 12 -1357 -2435 -14732
2357852927 -1556 1473 57 -175 -3062 -13417
2357859389 -1894 2285 357 -182 -2650 -13724
2357865872 -2484 2423 717 124 -2610 -15942
2357872327 -2656 2439 847 -110 -2662 -15546
2357878793 -2837 2188 865 -78 -2612 -15664
2357885262 -2868 2321 895 -247 -2177 -15799
2357891726 -2517 1838 -139 835 -3446 -21449
2357898175 -551 2268 198 -2760 -1786 -18936
2357904630 -359 1422 -1091 239 -1640 -14747
2357911090 -878 976 -1108 -782 -2307 -16163
2357917538 -766 1165 -1169 -106 -1867 -16473
2357923982 -681 1234 -814 1301 -2702 -15037
2357930434 -1314 -37 -537 -326 -3237 -17676
2357936908 -912 -98 -488 -418 -2430 -16647
2357943369 -690 -86 -693 -342 -2161 -16267
2357949837 -592 -180 -899 -452 -2411 -16207
2357956316 -517 -207 -1050 -53 -2388 -16141
2357962773 -432 -148 -1007 174 -2963 -16156
2357969251 -364 -97 -889 229 -2943 -16083
2357975719 -321 -83 -654 395 -2858 -15879
2357982188 -317 -80 -499 62 -2627 -15717
2357988740 -406 -77 -490 -150 -2297 -15827
2357995216 -456 -65 -399 -67 -2795 -16201
2358001673 -433 -111 -314 114 -2284 -15861
2358008118 -463 9 -188 -42 -2600 -15861
2358014575 -494 92 -122 15 -2221 -15694
2358021054 -586 79 -68 -141 -2253 -15724
2358027505 -623 133 -65 -141 -2626 -16163
2358033974 -614 35 -159 -133 -2391 -15837
2358040450 -643 251 -151 -162 -2145 -15638
2358046905 -769 -24 -114 -129 -2163 -15692
2358053385 -855 -80 -65 -81 -2523 -15841
2358059838 -889 -106 -198 151 -2380 -15947
2358066300 -900 -80 -268 130 -2243 -15829
2358072755 -930 -124 -244 -57 -2050 -16072
2358079220 -823 -49 -245 -87 -1956 -16624
2358085683 -670 25 -236 -26 -1985 -16376
2358092142 -579 7 -232 -27 -2093 -16320
2358098617 -444 -24 -155 -70 -2244 -16193
2358105032 -366 -68 252 25 -2024 -16303
2358111479 -316 -101 140 71 -1689 -16065
2358117925 -309 -8 14 24 -2004 -15986
2358124389 -296 -246 -47 -48 -2126 -16189
2358130863 -221 -19 63 -299 -2027 -16343
2358137320 -143 -48 215 -353 -1842 -16095
2358143800 -117 -63 406 -282 -1905 -16009
2358150253 -134 95 373 53 -1592 -15977
2358156739 -155 386 91 91 -1762 -16152
2358163198 -184 367 -129 1314 -2552 -14624
2358169668 -273 -53 -44 66 -1842 -16349
2358176107 -187 -20 14 -162 -1982 -16119
2358182560 -163 -44 105 80 -1706 -15913
2358189029 -205 -35 74 421 -1665 -16108
2358195484 -193 -52 29 503 -1816 -16249
2358201965 -117 -78 -36 322 -1885 -16203
2358208415 -56 -89 -35 0 -1784 -16223
2358214894 -172 -203 273 -585 -2149 -14914
2358221348 -203 -70 48 731 -2226 -16141
2358227809 -143 -108 13 -36 -1703 -15742
2358234261 -266 -107 20 -199 -1880 -16111
2358240720 -260 -53 -1 37 -2099 -16425
2358247191 -106 -81 -45 -235 -1313 -16251
2358253648 -111 -107 2 69 -2092 -16260
2358260126 -31 -78 -39 246 -2074 -16296
2358266598 1 -95 -52 20 -1836 -15910
2358273065 -30 -83 -35 -229 -1037 -15331
2358279527 -259 -75 27 -90 -1883 -15975
2358285994 -258 -59 5 130 -1954 -16264
2358292436 -496 -163 -230 163 -1662 -16145
2358298895 -201 -50 -174 197 -1796 -15703
2358305365 -221 -100 -164 158 -1758 -16097
2358311831 -183 -93 -105 206 -1692 -16233
2358318295 -148 -103 -54 70 -1159 -15633
2358324763 -233 -117 -19 152 -2043 -16540
2358331313 -90 -112 -17 63 -1827 -16227
2358337781 -42 -107 -29 -53 -1695 -16033
2358344260 -37 -85 -44 -77 -1789 -16100
2358350684 -16 -46 -42 -63 -1789 -16190
2358357142 16 -19 -45 -22 -1720 -16126
2358363585 31 -30 -48 11 -1747 -16059
2358370055 39 -40 -53 11 -1746 -15989
2358376517 25 -55 -58 -14 -1766 -16057
2358382979 17 -61 -64 50 -1743 -16084
2358389446 18 -63 -64 -31 -1710 -16055
2358395917 17 -61 -69 -42 -1757 -15991
2358402374 10 -63 -79 59 -1728 -15996
2358408852 0 -72 -60 -25 -1719 -16039
2358415264 -21 -85 -73 -2918 -3351 -12156
2358421720 -302 -89 -216 287 -1590 -16508
2358428171 -141 -109 -130 39 -1729 -15910
2358434640 -133 -77 -96 83 -1626 -16385
2358441091 -42 -62 -67 47 -1659 -16173
2358447560 8 -67 -47 -10 -1678 -16122
2358454009 24 -62 -47 8 -1640 -16111
2358460457 30 -84 -46 23 -1682 -16084
2358466917 44 -76 -43 -19 -1654 -16099
2358473376 51 -69 -37 -41 -1688 -16109
2358479838 61 -61 -48 -8 -1720 -16088
2358486309 68 -67 -49 19 -1644 -16122
2358492790 69 -57 -41 11 -1698 -16026
2358499260 68 -53 -55 -10 -1669 -16049
2358505725 54 -54 -61 -4 -1672 -16065
2358512188 41 -51 -57 39 -1718 -16060
2358518652 38 -62 -62 48 -1689 -16067
2358525098 33 -80 -61 76 -1664 -16035
2358531549 30 -76 -55 13 -1686 -16021
2358537989 18 -76 -49 28 -1668 -16065
2358544437 5 -95 -55 58 -1719 -16023
2358550902 1 -92 -47 113 -1690 -16042
2358557368 -6 -109 -32 56 -1680 -16061
2358563816 -2 -115 -29 -17 -1690 -16054
2358570265 5 -99 -26 7 -1683 -16058
2358576733 13 -93 -27 50 -1651 -16055
2358583185 25 -91 -30 -13 -1642 -16168
2358589667 36 -81 -28 -71 -1638 -16141
2358596130 60 -65 -37 -13 -1662 -16149
2358602587 72 -59 -40 225 -1647 -16071
2358609066 72 -31 -43 -12 -1681 -16082
2358615534 68 -32 -44 4 -1637 -16047
2358622000 69 -37 -54 -65 -1650 -16006
2358628468 53 -47 -59 62 -1708 -16019
2358634913 41 -58 -50 52 -1684 -16078
2358641356 45 -76 -44 23 -1707 -16096
2358647817 52 -81 -53 40 -1647 -16053
2358654282 49 -78 -43 -30 -1675 -16027
2358660754 49 -85 -55 34 -1659 -16052
2358667232 59 -89 -50 69 -1668 -16051
2358673700 58 -83 -34 39 -1647 -16050
2358680163 56 -90 -48 39 -1683 -16086
2358686698 56 -99 -46 -5 -1675 -16131
2358693165 56 -94 -30 44 -1668 -16121
2358699613 71 -96 -37 -13 -1684 -16082
2358706148 66 -87 -41 13 -1675 -16067
2358712612 68 -80 -39 3 -1675 -16047
2358719074 70 -78 -45 -13 -1691 -16024
2358725522 71 -77 -47 -24 -1689 -16068
2358731970 69 -66 -44 47 -1652 -15997
2358738438 56 -69 -43 20 -1686 -16031
2358744909 63 -77 -60 -10 -1682 -16056
2358751371 52 -67 -49 0 -1724 -16003
2358757839 51 -76 -51 23 -1687 -16061
2358764310 50 -85 -55 30 -1661 -16046
2358770791 54 -76 -54 2 -1678 -16057
2358777241 62 -77 -53 44 -1680 -16044
2358783701 62 -84 -47 48 -1704 -16051
2358790173 60 -78 -43 51 -1676 -16033
2358796826 54 -80 -33 26 -1728 -16039
2358803429 64 -96 -34 -10 -1691 -16056
2358810048 61 -84 -39 -32 -1685 -16071
2358816666 61 -72 -38 -4 -1725 -16062
2358823214 61 -61 -43 -32 -1716 -15997
2358829819 50 -57 -45 20 -1707 -16045
2358836437 40 -58 -46 18 -1686 -16102
2358843055 49 -75 -48 17 -1717 -16071
2358849604 56 -69 -49 -37 -1698 -16068
2358856208 55 -64 -49 -28 -1699 -16056
2358862826 51 -69 -53 22 -1713 -16038
2358869445 45 -70 -47 20 -1730 -16022
2358875979 40 -69 -49 50 -1704 -16047
2358882598 46 -79 -49 9 -1738 -16061
2358889215 43 -70 -46 13 -1684 -16073
2358895834 42 -70 -49 73 -1677 -16076
2358902452 45 -68 -52 25 -1713 -16055
2358909001 45 -71 -37 -17 -1724 -16042
2358915620 40 -67 -45 23 -1682 -16075
2358922223 47 -65 -49 -17 -1691 -16059
2358928842 45 -61 -51 -17 -1685 -16028
2358935460 52 -52 -51 -40 -1708 -16068
2358942078 56 -48 -61 4 -1703 -16054
2358948626 51 -50 -54 35 -1693 -16093
2358955231 60 -53 -55 25 -1660 -16090
2358961849 69 -60 -51 -3 -1732 -16022
2358968468 64 -62 -55 54 -1689 -16009
2358975016 57 -60 -39 59 -1675 -16015
2358981620 56 -76 -43 25 -1665 -16071
2358988238 60 -80 -37 46 -1699 -16004
2358994858 46 -78 -38 -26 -1676 -16045
2359001391 45 -87 -48 90 -1658 -16029
2359008010 43 -88 -48 -196 -1683 -16053
2359014628 43 -86 -33 27 -1706 -16115
2359021177 51 -101 -39 18 -1706 -16072
2359027781 48 -88 -35 17 -1693 -16100
2359034399 54 -85 -30 71 -1715 -16060
2359041017 52 -87 -39 41 -1712 -16025
2359047719 57 -89 -36 66 -1660 -16005
2359054338 57 -92 -29 15 -1689 -16019
2359060956 61 -87 -46 62 -1695 -16082
2359067574 54 -79 -37 32 -1675 -16040
2359074154 47 -79 -35 32 -1706 -16087
2359080741 55 -90 -37 9 -1749 -16049
2359087345 46 -75 -43 0 -1718 -16076
2359093964 41 -60 -44 5 -1697 -16061
2359100582 48 -72 -47 8 -1699 -16081
2359107130 50 -69 -48 26 -1709 -16029
2359113735 60 -75 -48 -11 -1680 -16057
2359120353 59 -76 -54 46 -1716 -16008
2359126971 51 -72 -46 11 -1724 -16056
2359133589 43 -66 -46 11 -1703 -15991
2359140208 42 -82 -52 -1 -1670 -16031
2359146826 44 -72 -47 47 -1683 -16082
2359153444 40 -68 -41 5 -1707 -16066
2359160063 47 -70 -50 50 -1694 -16096
2359166681 56 -71 -52 25 -1687 -16083
2359173299 56 -54 -44 3 -1672 -16115
2359179848 55 -47 -49 20 -1665 -16032
2359186466 49 -72 -48 68 -1723 -15995
2359193070 57 -77 -34 68 -1687 -16073
2359199689 65 -91 -32 -7 -1679 -16087
2359206307 69 -90 -38 -30 -1714 -16057
2359212856 74 -74 -41 23 -1939 -16274
2359219459 146 -57 -61 -1 -1547 -15979
2359226077 113 -60 -60 -38 -1559 -15860
2359232696 70 -55 -50 9 -1690 -16019
2359239315 55 -59 -53 29 -1704 -16009
2359245933 50 -83 -57 26 -1689 -16098
2359252551 46 -76 -46 27 -1723 -16059
2359259169 55 -91 -52 47 -1710 -16085
2359265788 56 -104 -55 10 -1713 -16047
2359272336 44 -102 -43 19 -1710 -16079
2359278940 44 -94 -45 -28 -1713 -16081
2359285573 47 -87 -50 48 -1725 -16066
2359292177 42 -83 -38 42 -1710 -16100
2359298796 50 -91 -42 18 -1693 -16061
2359305414 53 -96 -46 -233 -1679 -16032
2359311962 54 -89 -33 -5 -1725 -16072
2359318566 43 -81 -51 -4 -1699 -16041
2359325185 41 -71 -61 79 -1698 -16082
2359331803 46 -75 -38 47 -1686 -16023
2359338352 54 -91 -41 40 -1692 -16035
2359344956 56 -110 -39 12 -1735 -16024
2359351574 52 -103 -29 33 -1716 -16073
2359358192 45 -107 -24 239 -1693 -16097
2359364743 53 -106 -33 28 -1685 -16104
2359371345 59 -97 -34 -21 -1693 -16083
2359377963 63 -92 -35 -33 -1712 -16060
2359384582 63 -80 -37 38 -1716 -16074
2359391130 59 -71 -39 -33 -1734 -15995
2359397734 48 -64 -49 252 -1676 -16014
2359404352 53 -68 -52 20 -1664 -16043
2359411055 50 -71 -49 45 -1706 -16042
2359417673 53 -79 -43 -32 -1719 -16039
2359424291 59 -84 -44 46 -1724 -16043
2359430910 54 -79 -30 8 -1686 -16072
2359437459 48 -82 -29 -41 -1674 -16050
2359444062 55 -87 -44 -10 -1742 -16093
2359450681 50 -73 -36 34 -1713 -16038
2359457299 36 -69 -38 48 -1663 -16062
2359463918 42 -77 -43 11 -1679 -16063
2359470466 56 -66 -41 -9 -1712 -16073
2359477070 53 -62 -42 27 -1716 -16083
2359483696 58 -62 -52 12 -1721 -16009
2359490306 53 -59 -47 28 -1718 -15993
2359496925 33 -61 -53 41 -1719 -16064
2359503474 39 -83 -52 85 -1697 -16077
2359509992 46 -111 -35 44 -1677 -16054
2359516467 53 -103 -31 48 -1677 -16033
2359522933 51 -105 -36 30 -1724 -16038
2359529387 51 -101 -34 13 -1683 -16053
2359535874 61 -89 -24 -11 -1716 -16053
2359542338 67 -93 -38 18 -1717 -16077
2359548810 67 -90 -36 -15 -1713 -16073
2359555294 63 -77 -34 10 -1718 -15971
2359561866 69 -78 -38 6 -1747 -16084
2359568469 63 -55 -41 64 -1887 -16144
2359575087 171 -43 -80 185 -1682 -15956
2359581636 158 -62 -68 -215 -1437 -15673
2359588240 43 -66 -50 32 -1723 -16064
2359594859 38 -72 -34 -4 -1758 -16085
2359601492 46 -94 -44 45 -1701 -16079
2359608095 56 -91 -37 -1 -1715 -16068
2359614714 56 -84 -39 7 -1728 -16063
2359621332 62 -81 -52 -40 -1740 -16075
2359627881 55 -78 -54 -16 -1728 -16034
2359634485 56 -72 -40 16 -1767 -16076
2359641103 61 -80 -46 0 -2047 -16216
2359647653 132 -66 -67 71 -1648 -16107
2359654256 131 -78 -42 -33 -1541 -15868
2359660874 83 -97 -38 31 -1737 -16081
2359667423 147 -90 -45 142 -1971 -16274
2359674041 210 -96 -59 14 -1727 -16108
2359680645 224 -94 -87 -7 -1723 -16087
2359687264 228 -69 -100 -77 -1694 -15982
2359693882 208 -51 -81 -89 -1670 -15982
2359700431 204 -55 -78 24 -1878 -16204
2359707034 246 -54 -90 45 -1844 -16132
2359713656 281 -56 -100 27 -1953 -16168
2359720271 333 -47 -123 -33 -1538 -16063
2359726890 364 -33 -120 61 -1984 -16182
2359733507 435 -52 -101 64 -1851 -16254
2359740126 527 -70 -66 -208 -1928 -16445
2359746744 692 -38 -33 -240 -1998 -16528
2359753364 820 -215 80 40 -1794 -15957
2359759912 767 -723 -61 -291 -1913 -15968
2359766517 773 -1108 -3 -378 -1058 -15926
2359773217 835 -825 -91 -94 -2160 -17308
2359779836 1163 -356 -597 -2302 704 -16290
2359786468 1238 -309 -1065 1005 -3108 -16929
2359793072 1626 -175 -469 1254 -3855 -17211
2359799691 1932 -333 -25 416 -2240 -16896
2359806309 1873 -980 58 -1160 -1162 -15774
2359812927 1486 -1780 -509 -1378 -1498 -16332
2359819476 1433 -2212 -211 -1123 -1971 -16779
2359826338 1493 -2776 167 -1688 -1566 -17031
2359832965 1392 -3739 263 -1596 -2384 -18494
2359839568 1914 -4810 971 -1584 -3043 -19702
2359846187 2728 -4999 1164 -1526 -2658 -19378
2359852806 2402 -4375 670 -1823 -713 -19766
2359859287 1986 -3398 -444 -992 -2451 -19608
2359865826 1600 -3748 -760 -792 -3380 -19560
2359872329 1788 -3846 -665 -895 -3317 -18901
2359878807 2134 -3696 -687 -738 -2887 -17419
2359885292 2352 -3510 -894 -745 -3067 -16880
2359891768 2313 -3537 -1154 -1028 -3389 -17242
2359898243 2356 -3840 -1145 -1050 -3093 -17207
2359904680 2339 -4398 -1062 -1196 -2889 -16402
2359911147 2144 -4787 -1122 -1200 -2919 -15529
2359917625 1822 -4908 -1416 -1196 -2928 -15331
2359924130 2102 -5175 -1881 -1080 -4204 -15628
2359930629 2259 -5590 -1953 -1112 -5086 -15951
2359937143 2343 -5643 -1585 -2307 -4966 -17359
2359943622 2493 -5392 -1339 -2880 -3791 -16424
2359950106 2286 -5182 -1513 -2530 -3107 -15945
2359956582 2205 -4943 -2168 -2169 -3921 -15849
2359963059 2293 -4947 -2611 -1604 -4905 -16151
2359969537 2535 -4998 -2961 -1629 -4977 -15587
2359976038 2454 -4824 -3121 -1356 -4991 -14879
2359982530 2234 -4426 -3031 -1281 -5160 -14830
2359989009 2143 -3991 -2825 -1688 -5552 -15068
2359995490 2255 -3316 -2637 -2002 -5538 -15473
2360001969 2317 -3275 -2476 -2234 -5520 -15650
2360008487 2299 -3405 -2423 -2943 -5835 -15564
2360014966 2187 -3683 -2389 -3523 -5500 -15602
2360021447 2203 -3906 -2237 -4031 -5470 -15968
2360027919 2301 -4396 -2084 -4284 -5566 -15826
2360034398 2262 -5088 -1962 -4462 -5534 -15877
2360040874 2162 -5971 -1989 -4408 -5639 -15954
2360047350 1992 -6765 -1952 -4542 -5720 -15594
2360053823 1830 -7022 -2003 -3695 -5753 -14514
2360060300 1647 -6858 -1912 -3143 -6000 -13300
2360066779 1571 -6336 -1791 -2646 -6260 -13213
2360073256 1829 -5793 -1619 -2757 -6343 -13594
2360079730 2116 -5401 -1441 -3445 -6111 -13540
2360086201 1949 -5153 -1266 -4388 -5873 -13362
2360092782 1601 -5009 -1075 -5330 -5854 -13568
2360099256 1548 -5016 -926 -5890 -6019 -14224
2360105777 1827 -5279 -534 -6039 -5877 -14117
2360112255 2016 -5626 -287 -6514 -5935 -14398
2360118740 1768 -6515 -92 -6088 -4808 -13402
2360125220 1271 -6722 -118 -5974 -5643 -13672
2360131697 1228 -6675 -169 -5983 -6162 -13634
2360138167 1333 -6600 -197 -6102 -6288 -13400
2360144636 1662 -6589 -163 -5865 -6561 -12882
2360151121 1998 -6590 -46 -5515 -6848 -12824
2360157599 2344 -6486 164 -5263 -7209 -12596
2360164090 2586 -6313 530 -4566 -7791 -12006
2360170591 1788 -6172 1308 -912 -7971 1072
2360177069 -1641 -367 2460 -5590 -5292 -11469
2360183553 -1579 -1647 3353 -9152 -6660 -18639
2360190047 175 -5687 2470 -7651 -6119 -14028
2360196456 -254 -5980 2036 -6818 -5346 -10617
2360202914 -774 -6331 2648 -6577 -6926 -8471
2360209361 -1583 -6287 3217 -10067 -5052 -11357
2360215838 -1572 -6881 2929 -10319 -4314 -12559
2360222316 -1620 -6790 3028 -8406 -4648 -9496
2360228788 -2653 -7089 4149 -9154 -2966 -8479
2360235262 -4152 -7753 5359 -9835 -2853 -9755
2360241739 -5284 -7555 5922 -9611 -2723 -11224
2360248219 -5475 -7212 5950 -8245 -3926 -11440
2360254689 -4786 -6945 5372 -7561 -4114 -12261
2360261170 -3710 -6822 4508 -9070 -3503 -11386
2360267645 -3307 -5785 3664 -11445 -2707 -11812
2360274130 -2669 -5357 2857 -12735 -1963 -12726
2360280601 -1703 -5141 1903 -13509 -2439 -12833
2360287073 88 -5577 659 -14028 -1715 -11690
2360293546 766 -5942 113 -12579 -1879 -9027
2360300033 688 -6169 26 -11989 -1378 -8871
2360306503 386 -6141 -57 -11835 -1298 -8548
2360312980 120 -5983 -152 -11105 -3416 -9356
2360319458 245 -5921 40 -11160 -3629 -9638
2360325928 -1582 -7797 932 -14611 5049 1244
2360332405 -4403 -10088 3355 -14487 988 -1320
2360338884 -6080 -10877 4269 -15283 712 -3106
2360345369 -7147 -11185 4366 -13023 -589 -4670
2360351868 -8835 -11019 4531 -17076 721 -8547
2360358360 -8584 -10858 4196 -14675 -3815 -14790
2360364835 -5602 -8937 2975 -13528 -2957 -12630
2360371312 -2826 -6947 2078 -13980 -1996 -11145
2360377792 -1765 -6050 679 -13608 -3142 -11646
2360384271 -556 -5347 -48 -14161 -1357 -12950
2360390746 -4 -5091 -1120 -15322 -3074 -15517
2360397234 529 -3146 -2589 -17375 -12 -11733
2360403748 141 -3878 -2989 -14472 -2304 -12357
2360410319 1208 -6047 -2860 -13694 -2118 -11796
2360416803 1704 -6142 -2233 -15273 -1741 -10772
2360423282 934 -5453 -966 -13930 -2384 -9312
2360429753 474 -5553 -58 -11431 -1936 -7539
2360436230 -268 -5374 -787 -10147 -2133 -5317
